,content,uid
34,"
     No Meeting This Week


This is a reminder !!!!!  There will NOT be a Friday Meeting October 27, 
2000.  

     
    
    Date:  October 27, 2000
      Friday

    Time:   2:30 pm - 4:30 pm

    Location:  30C1
 
    Topic:   ENA Management Committee

      


If you have any questions or conflicts, please feel free to call me (3-0643).

Thanks,


Kay 3-0643",1
35,"
Guys, attached you will find the updated orig plan for Q4.  Trading income is 
slim pickings so far ..... we need some key deals of all sizes to close in 
the fourth quarter from your organizations.

Thanks
Delainey
",1
36,"
Tim, don't worry about me - it worked out fine.  Just a bad day on the P/L 
side.  Thanks for leading some of these efforts it is often a thankless job.

Regards
Delainey",1
37,"
sounds like a great idea

delainey",1
38,"
Guys, I spoke with Mark this morning.  He is very supportive of the structure 
and idea.  I had indicated that he would continue to run the producer 
services business in the West but would also be part of the overall team as 
we plot out strategy in the West.  He wants to stay in Denver which I think 
we should be able to accomodate as long as his group stays integrated into 
the overall team.  I had indicated that we would consolidate market making 
into Houston and Paul Lucci could decide if he wants to continue trading or 
not - if so he needs to move to Houston.

 Phillip/Barry, go ahead and start working with Mark as you develop your 
plans going forward.  I will be speaking to Stephanie Miller this week and 
will give the green light with her shortly.

Regards
Delainey",1
39,"
Jim, I would start focusing some attention on gas at this point.  When we get 
together I would like to sit down and go through a number of organizational 
re-alignments and what we may want to do on the regulatory front to support 
those businesses.

Regards
Delainey",1
40,"
Jim, lets get together in the next week or so to discuss progress.  In the 
meantime, what are we doing with regard to FERC 637 to ensure that we have 
favourable rules in the trading of natural gas transportation capacity?  Do 
we have a master summary of the RTO proposals submitted last week?

Regards
Delainey",1
41,"
fine",1
42,"
Jim, hold off until I let you know to go.

Thanks
dave",1
43,"
Guys, notes from the morning meeting.  Please review and comment.

Specific action items:
 a) i)further calculation of ENA/Non- ENA capacity charges, ii) estimation of 
outside legal and iii) formulation of charge out/feedback process to the 
business units;
 b) need budget/review for competitive analysis, technical and restructuring.




Regards
Delainey",1
44,"
Chris, I would let this fish go.

He has been through the organization too many times.

Regards
Delainey",1
45,"
Guys, attached you will find the final plan to meet our origination targets 
for Q4 consistent with our discussions.  It is important that we hit our 
numbers in order for Enron to meet its targets for the year.

Regards
Delainey


",1
46,"
Guys, Joe Sutton had passed down an opportunity that probably fits your 
capabilities better than ours.  

In a nutshell, a consultant on retainer by Mass. General Hospital in Boston, 
part of the Healthcare Partners system, is desiring a steam and electric 
contract.  The steam load could be as high as 500,000 pd of steam and 22 MW 
of power.  I think they are very open to an energy partner to manage all 
their needs perhaps including the six or seven other hospitals that HP 
controls in the nation.

The consultants name is Joe Petrowski (203)451-9747.  I spoke to him 
yesterday afternoon and promised that one of you would be in contact.  Joe is 
a big fan of Enron's and could see the logic of a more robust product like 
the full energy outsourcing versus just a steam agreement.  It may be a good 
lead into the health care segment.

Regards
Delainey ",1
47,"
Eric, as per my discussion with Rob, I believe that the site has the most 
value to us given its location and capability.  I would continue to actively 
develop that site for a variety of turbine technologies.  As far as the 
turbines, I would probably exit them in the most opportune manner.

Regards
Delainey",1
48,"
    REMINDER -----TODAY 3:00 PM


Dave would like to have a strategy meeting next Tuesday  October 17, 2000, 
from 3:00-5:00 pm in room 30C1. No preparation is necessary and it's 
important that each of you plan to attend. 

If you cannot attend, please contact Dave directly.  

Laura - Video Conf.

Frank Vickers - - Video Conf.
Barry Tycholiz--  Video Conf.

",1
49,"
Mike, sorry for the delay..... lots going on including low value add in board 
meetings and PRC's.

Lets set up this discussion with the following points:
 a) we are not exiting Argentina;
 b) we need to right-size the overall organization to fit the business 
opportunity;
 c) if possible on the commercial front, I would like to consolidate 
intellectual assets to one location in order to generate greater 
productivity, increased team work, a flatter org chart, real time decision 
making and greater communication;
 d) we need to continue to maintain a strong presence (including customer 
coverage) in both markets including an office in Argentina; and
 e) I would like to consolidate all non-commercial activity for ESA to Sao 
Paulo.

Ultimately, I would like a very flat, commercially focused trading and 
origination organization (given limited resources) that prioritizes resources 
based on the highest value transactions independent of geography, retail vs 
wholesale or development vs commodity. However, I want to keep a strong 
presence in both markets and understand the language, political and cultural 
issues. I may be asking for my cake and eat it too; however, I believe that 
you guys will find the balance.  There is no need for you to leave Argentina 
- its up to you, Joe and Orlando to determine consistent with the business 
model we are trying to move forward.

Propose to me a plan that manages your concerns but gets us as close to these 
ideals as possible at a cost that is reasonable.  Please work with Joe and 
Orlando as part of this process.

Regards
Delainey",1
50,"
Ken, I have taken a look at the material you had sent me on the ARC Northern 
Gas Pipeline Route.  Ultimately, I believe that ARC is looking for certain 
strategic investors to provide founding capital to fund the development of 
this proposal.  To the extent that this is a open access non-discriminatory 
pipe, ENA's opportunity lies in being a shipper to capitalize on basis 
markets or customer transactions that provide attractive risk reward 
characteristics. Other than understanding the potential flows and costs, 
there is probably not much we need to do today given a 2006 start from an ENA 
point of view.

The ARC consortium needs to fund approximately $30M to develop this project.  
The US and Canadian aboriginal groups will receive 33% ownership for $10M.  
the remaining $20M and 67% will be funded by a group of producers, pipelines, 
venture capital and the ""organizing group"" (40%!!).  Stan Horton, if he 
believes this is a commercial possibility, may want to provide a few million 
of founding capital to the venture in order to preserve him the option to 
participate as an equity holder or operator if this becomes a reality.  

Regards
Delainey",1
51,"
Brian, what is the cost basis in these turbines?

Regards
Delainey",1
52,"
Jana, I had a late request from the Portland team to nominate a person, I 
don't think that Janet would mind letting them nominate this person.  If I am 
incorrect Janet let me know.

Regards
Delainey",1
53,"
Dick, I have signed the DASH. Good job.

One comment, the DASH for Basic particularily the RAC comments was very 
poorly written.  Please keep an eye on this for me.

Regards
Delainey",1
54,"
This is a reminder that your QBR has been scheduled for  Monday October 23, 
2000.  

 

   Date:  Monday 
     October 23, 2000

   Time:  9:00 - 11:00am

   Location 3321

   Topic:  QBR



If you have any questions, please feel free to call me.


Thanks,

Kay",1
55,"
This is a reminder that your QBR has been scheduled for  Monday October 23, 
2000, in conf room 3321.  
  Please be prepared to discussed:

  A) QBR
         l.  Portfolio Review-Raptor/Non Raptor
       

  B) 2001 Business Plan

  
   
If you have any questions/conflicts, please feel to contact me at 853-0643.


Thanks,

Kay",1
56,"
Guys, we have the following un-allocated turbines (approximately $100M in 
nominal value):
  a) 2 power barges - Brian - $13M
  b) 2 ABB 11N1 - Rob- $35M
  c) 1 501D5A - Janet/Chris - $25M
  d) 1 7EA - Janet/Chris- $20M

All other turbines appear to be allocated to high probability projects.  
Could you please provide me your plan with these units.  I would like to 
flatten out our book (ie) ensure there are good homes for or divest of all 
our existing turbines before we look at purchasing additional units for 2002.

Regards
Delainey",1
57,"
Guys, please mark your calendars for the 2000 ENA Management Offsite 
scheduled for December 14th and 15th at the Venetian in Las Vegas.  We 
envision people flying in the afternoon/evening of December 13th with the 
offsite being held on December 14th and 15th.  Departure would occur the 
morning of December 16th.  It is important that everyone stays for the entire 
period including Friday night.  Jeff Skilling and Greg Whalley have taken 
time out their schedule to speak to us on Thursday and Friday night about 
Enron Corps strategy and our eCommerce/Networks strategy respectively.

A complete agenda will follow shortly.

Dorie Hitchcock will manage all the logistics.

Regards
Delainey",1
58,"
Guys, attached you will find a list of key transactions identified in the Hot 
List for each business unit.  The performance of your group is key to making 
our targets for Q4 and to meet budgeted origination performance for the 
year.  Independent of specific budgets for the groups, the origination 
organization needs to generate $250M for Q4.  Ultimately, a strong 
performance in Q4 by the origination organization will help build momentum 
into the year-end PRC. 

I will be setting up time with each of you to go through your numbers and 
specifics on the deals.



Regards
Delainey",1
59,"
sure, just set up with kay

thxs
dave",1
60,"
Please be sure your are in attendance or let me know if you can't attend so 
that I can make Dave aware.

This is a reminder !!!!!  There will be a Friday Meeting October 13, 2000.  

     
    
    Date:  October 13, 2000
      Friday

    Time:   2:30 pm - 4:30 pm

    Location:  30C1
 
    Topic:   ENA Management Committee

      


If you have any questions or conflicts, please feel free to call me (3-0643).

Thanks,


Kay 3-0643",1
61,"
Rick, I have been having discussions with both Joe Deffner and Jean Mrha on 
this one.  Clearly, this is a commercial banking product in which we have 
little competitive advantage unless we take more risk on terminal value or 
collateral (reserve risk).  Ultimately, I have challenged the Upstream Group 
to define the other parts of the deal that would compensate for this 
increased risk and the cost of capital uncompetitiveness.

Regards
Delainey",1
62,"
Dave would like to have a strategy meeting next Tuesday  Ocotober 10, 2000 
from 2:30-4:30 in room 30C1. No preparation is necessary and it's important 
that each of you plan to attend. If you cannot attend, please contact Dave 
directly.  


Thanks!
",1
63,"
Ike, given our schedules, it appears that e-mail may be the most effective 
communication tool.  

I thought I would just follow up on progress being made in TVA on our 
settlement process.  As well, I understand that there has been a number of 
communications between TVA and Enron on the NoxTech emissions business.  I 
have encouraged the Enron folks to pursue this opportunity with TVA given the 
larger dialogue.  The Enron team has told me that TVA  wishes to move to firm 
pricing and a MOU on this technology.  Given the larger dialogue, I have 
suggested to our team to hold tight on completing the agreement until both 
TVA and Enron have a view on where the overall settlement discussions are 
going.  

Please give me a call at your earliest convenience.

Regards
Dave Delainey",1
64,"
Rick which meeting are you refering to?

Regards
Delainey",1
65,"
I am not a big fan of this idea even though it is rather interesting.  I just 
think that the logistics are difficult particularily with employees with 
families.  The drive to Galveston and back - the overnight babysitter - the 
potential trouble that may result in close quarters and hours of drinking et 
al.  I prefer the original idea at Enron Field.  

Regards
Delainey",1
66,"
Sounds reasonable.",1
67,"
Charlene, that will be fine... on a different note, where are you on the 
straw man we spoke about.  Ultimately, I would like to continue to push this 
with the leadership team.

Regards
Delainey",1
68,"
Jeff, this fella gave me a call on a new technology that converts chemical 
feedstocks into industrial gases.  He wants to establish the technology in 
Baytown and is looking for our assistance and capital.  This is probably a 
stretch but it may be worthwhile for you to speak with him.  I am not 
advocating this play just passing on the message.

Steve Paras 718-630-5611

He will be in Houston on Friday.

Regards
Delainey",1
69,"
Mary, none outside of Enron plans.

Regards
Delainey",1
70,"
Guys, what are we going to do with this contract and the barges?  My 
understanding is that we have a done deal on the 6B's.  Is this correct?  I 
may be a nervous nellie but I would like to put all this stuff behind us (ie) 
no more 6B's or barges.

Regards
Delainey",1
71,"
Given the current tremendous energy market volatility and as we stretch 
resources to make our commercial goals for 2000, we think it would be 
appropriate to postpone the ENA 2000 Offsite to early next year.  I trust 
this meets with your approval and thanks for all the hard work.

Regards
Dave and John",1
72,"
David, I have a problem with the RAC comments made on page #2 of the DASH.  
Specifically, the two paragraphs basically add no value and just confuse the 
reader (ie) what is your opinion?  Is this a good sale or can significant 
recovery (on a risk adjusted basis) occur if we convert the sub debt and 
infuse more equity?  Are we not receiving enough value from the CFPC given 
the possible recovery of this sector?  

The DASH is deficient in its view of Basic's prospects given current energy 
prices.

Jeff/Dick/Ray, what are your opinions?

Independent of the desire to move on - what is the right call - I do not want 
to give value away in any divestiture or restructuring. 

Regards
Delainey",1
73,"
Jeff, I think we should take a quick review of the existing PI portfolio to 
see where we are and where we want to go - we have with the completion of 
FCEL made a tremedous amount of investment in a very short period of time 
>$60 to $80M.  I would like to  hear how we are moving to monetize more 
mature investments and influence/generate value from the earlier stage 
investments.  I don't want to approve any further investments until we have 
had such a discussion.

Regards
Delainey",1
74,"
This is a reminder !!!!!  There will be a Friday Meeting September 29th, 
2000.  

     
    
    Date:  September 29, 2000
      Friday

    Time:   2:30 pm - 4:30 pm

    Location:  30C1
 
    Topic:   ENA Management Committee

      


If you have any questions or conflicts, please feel free to call me (3-0643).

Thanks,


Kay 3-0643",1
75,"
Guys, can you give me an update on what this deal is about - e-mail would be 
fine?

Regards
Delainey",1
76,"
Guys, how are the business units doing on the ""talent pipeline"" since we have 
put this on auto-pilot?  Is HR still providing resumes?  

Regards
Delainey",1
77,"
ok with me",1
78,"
Guys, please take a read of the draft memo - would like to send out tommorrow.



Regards
Delainey",1
79,"
Paul, I had a look at the pitch and I thought it was an intriguing idea.  I 
think it works welll in allocating resources between competing ""going 
concerns"" but may be more difficult to allocate people to new  businesses 
that may not have the income to fund the best talent.  I also wonder if the 
cost of creating, managing and maintaining a market like this is greater than 
the overall benefit achieved over the existing system.  In its own often 
clumbsy looking way Enron's culture does allocate capital and people fairly 
effectively.

Obviously, these are very cursory remarks - I have not spent a great deal of 
time on this.

Regards
Delainey",1
80,"
Thanks",1
81,"
Krista , you are very welcome - best of luck in the future.

Regards
Delainey",1
82,"
Jim, I have forwarded your binder to David Oxley to set up a meeting for the 
wholesale group to discuss appropriate homes for your people.  It has taken a 
little longer than expected to get people together but we are making 
progress.  It may be helpful for you to identify, like Abe, where these folks 
would like to go if they had their druthers.

It may be worthwhile for us to have a quick phone call to discuss.

Regards
Delainey",1
83,"
good job - keep them coming!

Regards
Delainey",1
84,"
Ike, with the danger of being too presumptious,  I thought I would follow up 
with an e-mail to suggest a procedure for trading settlement offers on 
Wednesday.  Attached I have a suggested template for each party to use so 
that we can ensure that we are comparing ""apples to apples"".  I would also 
suggest that each party provide sufficient back-up to justify their numbers.  
It may also be helpful for TVA and EPMI to use an independent party, such as 
Charles Bone, as the intermediary to facilitate the transfer of each parties 
settlement offer.

I am in the office over the next several days. Lets discuss at your earliest 
convenience.



Regards
Dave Delainey
",1
85,"
Guys, Power Systems has given me a proposal to replace the New Albany and 
Doyle 7B burners.  This could possibly have two benefits:
 a) elimination of the possibly tainted equipment given current patent issues 
they are having with GE and
 b) apparently the newer technology significantly reduces the Nox emission 
correlating into increased operating hours.

I need two things to determine if we want to move forward:
 a) Mark we need to be bullet proof on the patent (or lack thereof) issues on 
the new equipment and that it would protect us from further exposure and
 b) Mitch, Kevin, Mike and Bob, I need your technical and commercial opinions 
on the merits of this proposal (ie) do you as a team support this proposal?

I believe the timing on this is rather short. Please get back to me at your 
earliest convenience. I will forward a copy of the proposal to each of you.

Regards
Delainey",1
86,"
Randy, Scott Healy contacted Bob Kelly at Calpine about Calpine's potential 
interest in Bridgeline and he found that Kelly and Cartwright had no real 
knowledge of the potential deal.  Likely this originates at the local level 
and is probably a long put.  Kelly was going to get back to Scott with more 
detail over the next week.

Regards
Delainey",1
87,"
Guys, I have spoken to Cliff and Mark and we are comfortable moving forward 
under the structure we have discussed.

 FCEL: - $5MM in equity and 1.3MM warrants from corporate treasury stock that 
vest based upon 60MW of orders;
  - discussion with FCEL in which we disclose ALL infromation we have about 
the potential Conn. deal - I will require that myself and Mark be on   that 
call;
  - the transaction is fully press released immediately.

 CRRA: - subject to final due diligence on the development risks, we provide 
the management and wrap for CRRA on the potential fuel cell development   
opportunity that consists of between 25 and 50 MW;
  - any appropriation of funds from the government will require DPUC hearing 
at which we will fully disclose in a factual manner our interest in    FCEL.

I will require that Mark Haedicke manage this process and sign off on all 
press releases, term sheets, disclosure discussions, contracts and regulatory 
filings.  I believe that we have this managed appropriately as long as we 
manage the process as per the script and in a factual manner.

Thanks
Delainey",1
88,"
Guys, HR should be in touch with you with regard to a couple of people that I 
have agreed to take from CALME:

 Donahue  - Maria Elena Garcia - Director;
 Duran   - Boris Feschiev - Manager;
   - Mark Provenzano - Manager.

Regards
Delainey
   
  ",1
89,"
ok",1
90,"
This is a reminder !!!!!  There will Not be a Friday Meeting September 22nd, 
2000.  

     
    
    Date:   Off Week

    Time:   
    Location:  
 
    Topic:   ENA Management Committee

      


If you have any questions or conflicts, please feel free to call me (3-0643).

Thanks,

Kay 3-0643",1
91,"
Randall, I appreciate the invite - I would like to continue to be involved.  
It was a pleasure to meet you and your team.

The several things on my radar screen with Bridgeline include:
 a) improving the financial performance of the entity;
 b) ensuring that the risk management and trading capability and structure 
matches ENA's technology, structure, systems, accountability and policies in 
every manner.  In my view, this is not a negotiable item and will only 
benefit Bridgeline on a go forward basis;
 c) continue to move from the ""heavy lifting"" approach to becoming the 
""smartest pipe"" that can harness improved returns by capitalizing on your 
people, your information advantage and I believe somewhat of a first mover 
advantage given the continued consolidation of the intrastate competitors 
(ie) Entergy/Koch/FPL. We will be very supportive of innovative and 
aggressive positions that are well thought out and downsides defined; and
 d) increasing the underlying liquidity of our capital position in Bridgeline.

My time and resources are at your disposal.

Regards
Delainey",1
92,"
David, on a go forwards basis, please ensure that there is a technical sign 
off on the principal investments DASH.  I would like either Bob Virgo or 
Wayne Mays to have a look at these investments from a technical due diligence 
point of view and to be on side before the investment is made.

Regards
Delainey",1
93,"
Guys, I would like to add the following commentary to the DASH which will 
better reflect my thinking around this investment.  The current text suggests 
that there is significant strategic advantage for ENA to be a participant in 
the fund.  I do not think that is the case; however, I do see some merits in 
the investment based on the needs of Enron's Global Finance group.  I would 
suggest toning down the strategic advantages and add the following:

 It is unlikely that given the funds target returns that the it will be an 
effective permanent monetization vehicle for ENA's strategic and merchant   
investments; however, Enron Global Finance believes that the investment is 
important for the following reasons:
  a) provides an additional ""Friend of Enron"" to facilitate short to medium 
term balance sheet and regulatory solution to highly structured    commodity 
and capital transactions in the wholesale group;
  b) provides alternative sources of short term capital liquidity and
  c) by further developing the relationship with AIG provides collateral 
benefits for Enron's overall Global Finance capability and business.

ENA would have a requirement that this investments be hedged through Raptor 
and be managed by the Enron Global Finance Group.

Regards
Delainey",1
94,"
ok if Mark is ok.

Regards
Delainey",1
95,"
Jeff Ader is looking for a reserved parking spot.  He is presently parking on 
the Blue level and would like to have a reserved spot due to his frequent 
traveling and customer appointments that warrant his leaving the building, 
thus loosing his parking space. 

Thank you in advance for your prompt attention to this matter.

Regards,

Kay   3-0643",1
96,"
Guys, pending the sale of the Wilton Centre unit, I would suggest that we not 
execute the gas balancing arrangement.  The parties should continue to 
operate and invoice based on the verbal agreement; however, lets not execute 
the agreement or put it in the data room.  We should represent to potential 
buyers that we have an interconnect agreement with Northern Border and have 
been accessing supply out of the Chicago spot market.

All other gas supply/transport/balancing agreements for the other facilities 
(including the Northern Border interconnection and the ComEd reg cap deal) 
will be conveyed to the new buyers through the sale of the LLC.

Regards
Delainey",1
97,"
Guys, gas with a $5.00 handle is not a good thing for this deal - I know we 
are pushing this restructuring as fast as we can; however, I think we need to 
determine how to move this faster. Any ideas?

Regards
Delainey",1
98,"
Janelle, I was hoping that maybe we could find a half hour to discuss your 
thoughts on your current role.  I have heard you are considering global fuels 
and Lagrasta's business.  I would like to give you my perspective on the 
future vision for power and the overall organization including gas 
mid-market.  

Ultimately, ENA and Enron have a very open labour market and you need to 
manage your career in a manner that you feel will benefit Enron and yourself 
the greatest; however, I think the power market, even though not easy, is the 
primary growth engine for Enron Corp over the next several years.

Kay, can you please set up a time at Janelle's convenience.

Regards
Delainey",1
99,"
Rick, it looks like the number is approximately down $198MM.  What is the 
drill?

Regards
Delainey",1
100,"
Mark, go ahead and set up the meeting.

Delainey",1
101,"
I don't think we can accomodate that request.  :)

Regards
Delainey",1
102,"
It is the intent of the Office of the Chairman to maintain a high quality 
flow of Analysts and Associates rotating through Enron North America as well 
as provide them with up to date information on all the potential rotations in 
ENA.  Additionally, we would like to provide the ENA AA's a forum for your 
respective groups to promote your business unit as a viable alternative in 
the rotation process.  I need your assistance for this endeavor and want your 
respective business unit to participate in the process by delivering an 
informal presentation to the AA group which should include the following:

Your business unit's current activities, purpose and interfaces with other 
departments
Recent successes and current projects
Ideas on the horizon
Opportunities in your business unit for AA's 
The benifits of rotation in your business unit
An open Q&A session

These presentations should be informal and it is not necessary to have 
handouts.  The goal is to provide an open forum for the AA's and to have them 
ask questions about each business unit.  Also, bringing one of your current 
AA's with you to provide their insight might help stimulate discussion.  Ted 
Bland will be contacting you to schedule your business unit for a 
presentation.  The first ""brownbag"" will take place September 8 between 
12:00pm and 1:00pm in Room 30 C1.

Dave",1
103,"
 

  The meeting for Friday September 1, 2000 has been cancelled.
     


This is a reminder !!!!!  There will Not be a Friday Meeting September 1, 
2000.  

     
    
    Date:  Friday September 1, 2000   (CANCELLED for this Week)

    Time:  2:30 pm - 4:30 pm

    Location: 30C1  
 
    Topic:   ENA Management Committee

      


If you have any questions or conflicts, please feel free to call me (3-0643) 
or Bev (3-7857).

Thanks,

Kay 3-0643",1
104,"
Please plan to attend the a meeting re: Technical Risk on September 18, 2000  
@  2:00 pm in  3321

If you have any questions, please feel free to call me @ 3-0643

Kay  3-0643",1
105,"
Jeff, you will be receiving a DASH from the principal investing group which 
does not fit well into some of the charter criteria; however, I do think this 
is a venture we should support.  In a nutshell, it is providing $10MM, in 
seed capital, to be used in the start up of a new distributed generation 
company having the primary mission of designing, fabricating and marketing 
2MW to 22MW mobile turbine-generator sets.  These units are fully mobile via 
the nations highways and can meet single digit NOX requirements given current 
SCR technology. They are primarily utilized for back-up power, emergency 
power, VAR creation and peaker application and are fully dual fuel capable.  
The ultimate vision is a fleet of mobile/flexible/low cost generator sets 
that can be put in place very quickly in the most stringent emissions and 
constrained electrical regions and relocated when market conditions change.  

The benefits include:
 a) 50% plus interest in a new distributed generation company with the 
opportunity to raise private funds at later rounds and ultimately the 
possibility of an IPO - similar companies in this space include Active Power, 
Capstone and Elektryon;
 b) origination opportunities - the ENA mid-stream origination groups believe 
that there are numerous opportunities (2001 to 2002 time frame) to utilize 
this technology to take advantage of market opportunities and customer 
applications;
 c) learning - the distributed generation/renewable space is an area of 
critical importance for ENA and EES to understand.  If ENA through this 
venture can make this technology work, it could be a very powerful tool in 
our network used to capture opportunity and manage risk;
 d) low risk - it is expected that roughly 50% of the initial seed capital 
would be recoverable through asset sales if for some reason the technology 
did not work or the market did not materialize;
 e) low tech - this solution utilizes existing turbine/SCR technology;
 and f) ENA would have a controlling position in this new venture.

However, this venture is different than Active Power and several other 
Principal Investing investments in that a) it is a very early stage company 
and b) ENA will have to provide or procure a complete management team if the 
technology proves out.  Given, that we could benefit most from the successful 
application of this venture, it is worth the initial work.

Our partner is Power Systems Manufacturing of Boca Raton, Florida.  We have a 
very solid history with this company.  They have successfully solved many of 
the technical issues surrounding the Korean 6B's which are currently 
operating at New Albany.  They would bring the technical and engineering 
expertise at cost for their 50%.  ENA would ultimately have a buy-out clause 
at a fixed number for their 50% .

If you would like to discuss in greater detail do not hesitate to call and I 
will set up a meeting.

Regards
Delainey",1
106,"
Guys, it is my understanding that the incremental $5 MM in gas V@R, under an 
interim authority, expires today.  Given current market conditions, I would 
request  an extension of that interim limit - $45MM in total gas V@R for an 
additional two weeks starting today.

Jeff, as per our meeting today, we may want to think about additional 
permanent increases for gas and power V@R particularily given the Alberta 
PPA's, the potential NStar deal and the current gas market as we enter the 
winter season.  I will take your lead on this one.

Regards
Delainey",1
107,"
thanks Ray

Delainey",1
108,"
Kay, please book 9:00 am to 2:00 pm with me Mike Miller & Don Miller with 
Mike Childers (Entergy) (actually 10 am to 1pm not including travel time to 
their shop in the Woodlands) on September 5, 2000.

Regards
Delainey",1
109,"
Rebecca, I am fine with this; however, Lavorato has was spelled wrong.

Regards
Delainey",1
110,"
Rebecca, looks fine to me.

Regards
Delainey",1
111,"
Steve, I appreciate the offer - I  hope you didn't have to promise your first 
born since I was basically giving you a hard time.  I may take you up on this 
next season.  Regardless, I appreciate all the good work you and your team 
are doing.

Regards
Delainey",1
112,"
Just a reminder, the East Midstream QBR will be held tomorrow....

   DATE:   AUGUST 24, 2000
   TIME:    1:00 PM TO 4:00 PM
   PLACE:   EB 3321
   TOPIC:   EAST MIDSTREAM QBR

If you have any questions or concerns, please contact either Kay (3x0643) or 
Beverly (5x7857).  I will look forward to seeing you there.",1
113,"
Adam, I believe that we have formally responded to all your issues as per 
your memo to me of August 8, 2000. In all or almost all cases, we have 
accepted your position.  The agreement should look and behave very closely to 
what you would have signed with the competing utility. In addition, ENA is 
paying a higher price, sharing credits and have voluntarily increased the 
term to twelve years from ten.

I do not understand what is holding up completing this transaction other than 
a complete re-trade on the original transaction. I hope this is not the 
case.  The ENA team worked hard to facilitate this transaction for Enron 
Wind.  In fact, we were originally solicited by Enron Wind to help build the 
merchant wind market and we had to coax Enron Wind to do this transaction 
with ENA versus TXU.

I look forward to finding a solution to this current impasse.

Regards
Delainey",1
114,"
Paul, sorry for the delay in responding, I do not have a direct relationship 
with anyone in Reliant or TXU; however, Jim Ducote and Janet Dietrich may be 
the best spots in Enron to pursue.

Regards
Delainey",1
115,"
Adrian, you are very welcome

Regards
Delainey",1
116,"
Guys, we need your final review on next years budget (direct expense) for MW 
Gas (Luce) and LT Gas Fundamentals/Transport Capacity (Gomez) done today.  We 
are running out of time to finalize the budgeting process.  I would much 
appreciate your assistance.

Regards
Delainey",1
117,"
Chris, where are we on gas interconnect?   I am hearing rumblings of 15 year 
Kern exposure - don't  know if I like that.

Regards
Delainey",1
118,"
Please make a note.... The QBR is August 30th not August 20th.   Sorry for 
any inconvenience.

This is to remind you of the following meeting:

  Date:    August 30, 2000
  Time:    1 pm - 4 pm
  Place:   EB3321
  Topic:   Energy Capital Resources QBR

Please contact either Kay (3x0643) or Beverly (5x7857) if you have any 
questions or concerns",1
119,"
This memo is to remind you of the QBR that is scheduled for tomorrow for the 
East Mid Market

   Date:   8/18/00
   Time:   8:30 - 11:30 am
   Place:   EB 3314
   Topic:   East Mid Market

Please contact either Kay (3x0643) or Beverly (5x7857) if you have any 
questions.
",1
120,"
This is to remind you of the following meeting:

  Date:    August 20,2000
  Time:    1 pm - 4 pm
  Place:   EB3321
  Topic:   Energy Capital Resources QBR

Please contact either Kay (3x0643) or Beverly (5x7857) if you have any 
questions or concerns",1
121,"
Just a reminder:  the following QBR has been scheduled for your unit:

 Date:   8/29/00
 Time:   1 pm - 4 pm
 Place:  EB3314
 Topic:  Coal & Emissions QBR

Please contact Kay (3x0643) or Beverly (5x7857) if you have any questions.  
Thanks",1
122,"
Just a reminder, the following QBR has been scheduled for your attendance:

  Date:   August 28, 2000
  Time:   1:00 PM to 4:00 PM
  Place:  EB3314
  Topic:  QBR

If you have any questions, please contact Kay (3x0643) or Beverly (5x7857)  
Thanks
",1
123,"
This memo is to remind you of the QBR that will be held for your unit

  Date:   August 25, 2000
  Time:   9:00 am to 12:00 pm
  Place:  EB 3314

Please contact either Kay (3x0643) or Beverly (5X7857) if have any 
questions.  Thanks",1
124,"
Dave has reserved a Plane to take all of you to Las Vegas for the Offsite, 
December 13th.  We have no idea  what time the PRC will be over; however, at 
the conclusion of the PRC everyone should plan to go straight to the Hanger 
to board the aircraft.  

I just got confirmation last night that I have the plane, so I really don't 
have any details at this point.  As soon as I get the information, I will 
make packets for each of you with directions to the hanger.

We are asking that you make your own reservations for the return since 
everyone will be leaving at different times.

If you have any questions, please feel free to call me.

Thanks,

Kay  3-0643",1
125,"
Please be sure to check your calendar for the following QBR

 Date:    August 24, 2000
 Time:    1:00 pm to 4:00 PM
 Place:   EB 3321
 Topic:   East Midstream QBR

I will look foward to seeing you there.
",1
126,"
The following meeting has been arranged:



 Date:  August  17, 2000
   Wednesday
 
 Time:  4:00 pm

 Location: 3316

 Topic:  EOL

 Attendees: Mark Frevert
   Dave Delainey
   John Lavorato
   John Arnold
   Hunter Shively
   Phillip Allen
   Andrew Zipper (Traveling)


Thanks,


Kay  3-0643",1
127,"
 Staff & Budget Meeting has been cancelled.  Please make a note on your 
calendars.  
A new committee has been formed ""ENA Management Committee"".  A memo will be 
going out with the attendees and with the times.

If you have any questions, please feel free to call me.


Thanks,

Kay",1
128,"
This is a reminder !!!!!  There will be a Friday Meeting August 18, 2000.  
This meeting replaces the every Friday Meeting and will be held every other 
Friday.

     
    Date:  Friday August 18, 2000

    Time:  2:30 pm - 4:30 pm

    Location: 30C1  
 
    Topic:   ENA Management Committee

      


If you have any questions or conflicts, please feel free to call me (3-0643) 
or Bev (3-7857).

Thanks,

Kay 3-0643",1
